CASE_CODE_TYPE,CASE_CODE,CASE_CODE_TITLE,Hierarchy_level,Sort_sequence
Source,7839,"Law enforcement and self-defense equipment, n.e.c.",4,1420
Source,784,"Air-powered guns, paintball guns",3,1421
Source,789,"Firearms, law enforcement, and other self-defense equipment, n.e.c.",3,1422
Source,79,"Other tools, instruments, and equipment",2,1423
Source,790,"Other tools, instruments, and equipment, unspecified",3,1424
Source,791,Clocks,3,1425
Source,792,"Cooking and eating utensils, except knives",3,1426
Source,793,Musical instruments,3,1427
Source,7930,"Musical instrument, unspecified",4,1428
Source,7931,"Pianos, organs, keyboards",4,1429
Source,7939,"Musical instruments, n.e.c.",4,1430
Source,794,Sewing notions,3,1431
Source,7940,"Sewing notions, unspecified",4,1432
Source,7941,"Fabric pins, safety pins",4,1433
Source,7942,Sewing needles,4,1434
Source,7949,"Sewing notions, n.e.c.",4,1435
Source,795,Fishing equipment ,3,1436
Source,7950,"Fishing equipment, unspecified",4,1437
Source,7951,Recreational fishing equipment,4,1438
Source,7952,Commercial fishing equipment,4,1439
Source,7959,"Fishing equipment, n.e.c.",4,1440
Source,799,"Tools, instruments, and equipment, n.e.c.",3,1441
Source,8,VEHICLES,1,1442
Source,80,"Vehicle, unspecified",2,1443
Source,81,Aircraft,2,1444
Source,810,Aircraft unspecified,3,1445
Source,811,Airplanes--powered fixed wing,3,1446
Source,8110,"Airplane--powered fixed wing, unspecified",4,1447
Source,8111,Airplane--jet or turbine engine,4,1448
Source,8112,Airplane--propeller-driven or piston engine,4,1449
Source,8119,"Airplane--powered fixed wing, n.e.c",4,1450
Source,812,Aircraft--powered rotary wing,3,1451
Source,8120,"Aircraft--powered rotary wing, unspecified",4,1452
Source,8121,Helicopter,4,1453
Source,8129,"Aircraft--powered rotary wing, n.e.c",4,1454
Source,813,Aircraft--nonpowered,3,1455
Source,8130,"Aircraft--nonpowered, unspecified",4,1456
Source,8131,"Glider, hang glider--nonpowered",4,1457
Source,8132,Parachute,4,1458
Source,8139,"Aircraft--nonpowered, n.e.c",4,1459
Source,819,"Aircraft, n.e.c",3,1460
Source,82,Rail vehicles,2,1461
Source,820,"Rail vehicle, unspecified",3,1462
Source,821,Amusement park rail vehicle,3,1463
Source,822,"Streetcar, trolley, cable car, light rail",3,1464
Source,823,"Subway, elevated train",3,1465
Source,824,"Train, locomotive, rail car",3,1466
Source,8240,"Train, locomotive, rail car, unspecified",4,1467
Source,8241,Freight train,4,1468
Source,8242,"Passenger train, heavy rail",4,1469
Source,8243,Locomotive--unattached to rail car(s),4,1470
Source,8244,Rail car(s)--unattached to locomotive,4,1471
Source,8249,"Train, locomotive, rail car, n.e.c.",4,1472
Source,825,"Rail-mounted construction, cleaning, maintenance machine",3,1473
Source,826,"Industrial, mining rail vehicle",3,1474
Source,829,"Rail vehicle, n.e.c",3,1475
Source,83,Water vehicles,2,1476
Source,830,"Water vehicle, unspecified",3,1477
Source,831,Barge,3,1478
Source,832,Commercial fishing vessel,3,1479
Source,833,"Tugboat, towboat",3,1480
Source,834,"Cargo ship, freighter, passenger liner, ship, excluding sail-powered",3,1481
Source,835,"Motorboat, motorized yacht",3,1482
Source,836,Sailboat,3,1483
Source,837,"Rowboat, kayak, canoe",3,1484
Source,838,"Raft, floating dock",3,1485
Source,839,"Water vehicle, n.e.c",3,1486
Source,84,"Highway vehicles, motorized",2,1487
Source,840,"Highway vehicle, motorized, unspecified",3,1488
Source,841,"Passenger vehicles--automobiles, buses, and passenger vans",3,1489
Source,8410,"Passenger vehicle, unspecified",4,1490
Source,8411,"Ambulance, police, and other emergency passenger vehicle",4,1491
Source,8412,Taxi,4,1492
Source,8413,Automobile,4,1493
Source,8414,Bus,4,1494
Source,8415,Passenger van,4,1495
Source,8416,"Motorcycle, moped, dirt bike",4,1496
Source,8417,"Motor home, RV",4,1497
Source,8419,"Passenger vehicle, n.e.c",4,1498
Source,842,Trucks--motorized freight hauling and utility,3,1499
Source,8420,"Truck--motorized freight hauling and utility, unspecified",4,1500
Source,8421,"Semi, tractor-trailer, tanker truck",4,1501
Source,8422,"Boom truck, bucket or basket hoist truck",4,1502
Source,8423,Dump truck,4,1503
Source,8424,"Garbage, recycling, or refuse truck",4,1504
Source,8425,"Fire truck, other emergency equipment truck",4,1505
Source,8426,Delivery truck or van,4,1506
Source,8427,"Cement truck, concrete mixer truck",4,1507
Source,8428,Tow truck,4,1508
Source,8429,"Truck--motorized freight hauling and utility, n.e.c",4,1509
Source,843,Multi-purpose highway vehicles,3,1510
Source,8430,"Multi-purpose highway vehicle, unspecified",4,1511
Source,8431,Pickup truck,4,1512
Source,8432,"SUV, sports utility vehicle",4,1513
Source,8439,"Multi-purpose highway vehicle, n.e.c.",4,1514
Source,849,"Highway vehicle, motorized, n.e.c.",3,1515
Source,85,Animal- and human- powered vehicles,2,1516
Source,850,"Animal- or human-powered vehicle, unspecified",3,1517
Source,851,"Bicycle, pedal cycle",3,1518
Source,852,"Horse-drawn carriage, buggy",3,1519
Source,853,Animal-powered wagon,3,1520
Source,859,"Animal- or human-powered vehicle, n.e.c.",3,1521
Source,86,Off-road and industrial vehicles--powered,2,1522
Source,860,"Off-road or industrial vehicle--powered, unspecified",3,1523
Source,861,Off-road passenger vehicles--powered,3,1524
Source,8610,"Off-road passenger vehicle--powered, unspecified",4,1525
Source,8611,"ATV, all terrain vehicle",4,1526
Source,8612,"Golf cart, personnel transport cart",4,1527
Source,8613,Racecar,4,1528
Source,8614,Snowmobile,4,1529
Source,8619,"Off-road passenger vehicles--powered, n.e.c",4,1530
Source,862,"Industrial vehicles, material hauling and transport--powered",3,1531
Source,8620,"Industrial vehicle, material hauling and transport--powered, unspecified",4,1532
Source,8621,"Forklift, order picker, platform truck--powered",4,1533
Source,8622,Powered industrial carrier,4,1534
Source,8623,Pallet jack--powered,4,1535
Source,8624,Airport utility vehicle--powered,4,1536
Source,8629,"Industrial vehicle, material hauling and transport--powered, n.e.c",4,1537
Source,863,"Tractors, PTOs",3,1538
Source,8630,"Tractor, unspecified",4,1539
Source,8631,Farm tractor,4,1540
Source,8632,Construction tractor,4,1541
Source,8633,Industrial tractor,4,1542
Source,8634,Power take-off (PTO),4,1543
Source,8639,"Tractor, n.e.c.",4,1544
Source,869,"Off-road or industrial vehicle--powered, n.e.c",3,1545
Source,87,Plant and industrial vehicles--nonpowered,2,1546
Source,870,"Plant and industrial vehicle--nonpowered, unspecified",3,1547
Source,871,"Cart, dolly, hand truck--nonpowered",3,1548
Source,872,Pallet jack--nonpowered,3,1549
Source,873,Wagon,3,1550
Source,874,Wheelbarrow,3,1551
Source,875,"Shopping cart, grocery carriage--nonpowered ",3,1552
Source,879,"Plant and industrial vehicle--nonpowered, n.e.c",3,1553
Source,89,Other vehicles,2,1554
Source,890,"Other vehicles, unspecified",3,1555
Source,891,Armored personnel carrier,3,1556
Source,892,Tank,3,1557
Source,893,Humvee,3,1558
Source,894,Street sweeping and cleaning machinery,3,1559
Source,899,"Vehicle, n.e.c",3,1560
Source,9,OTHER SOURCES,1,1561
Source,90,"Other sources, unspecified",2,1562
Source,91,Apparel and textiles,2,1563
Source,910,"Apparel and textiles, unspecified",3,1564
Source,911,Clothing and shoes,3,1565
Source,9110,"Clothing, unspecified",4,1566
Source,9111,"Belts, gloves, neckties, scarves",4,1567
Source,9112,"Blouses, shirts, dresses, trousers, skirts",4,1568
Source,9113,"Hats, caps",4,1569
Source,9114,"Shoes, boots, slippers, sandals",4,1570
Source,9115,"Suits, coats, jackets",4,1571
Source,9119,"Clothing, n.e.c.",4,1572
Source,912,"Eye glasses, jewelry, and watches",3,1573
Source,9120,"Eye glasses, jewelry, and watches, unspecified",4,1574
Source,9121,"Eye glasses, sunglasses",4,1575
Source,9122,"Jewelry, ID badge lanyards",4,1576
Source,9123,Watches,4,1577
Source,913,Textiles ,3,1578
Source,9130,"Textiles, unspecified",4,1579
Source,9131,Fabric,4,1580
Source,9132,"Yarn, thread",4,1581
Source,9139,"Textiles, n.e.c.",4,1582
Source,914,Laundry,3,1583
Source,915,"Sheets, towels, linens, bedding",3,1584
Source,919,"Apparel and textiles, n.e.c.",3,1585
Source,92,Environmental and elemental conditions,2,1586
Source,920,"Environmental and elemental conditions, unspecified",3,1587
Source,921,Air pressure,3,1588
Source,9210,"Air pressure, unspecified",4,1589
Source,9211,Atmospheric pressure--high or low,4,1590
Source,9212,Pressurized air--environmental,4,1591
Source,9213,Pressurized air--blast,4,1592
Source,9219,"Air pressure, n.e.c.",4,1593
Source,922,"Avalanche, mudslide",3,1594
Source,923,Earthquake,3,1595
Source,924,"Fire, flame, smoke",3,1596
Source,9240,"Fire, flame, smoke, unspecified",4,1597
Source,9241,"Fire, flame",4,1598
Source,9242,Tobacco smoke,4,1599
Source,9243,"Smoke, fire gases, n.e.c.",4,1600
Source,9248,"Multiple fire, flame, smoke",4,1601
Source,925,Flooding and other water sources,3,1602
Source,9250,"Flooding and other water sources, unspecified",4,1603
Source,9251,Flooding,4,1604
Source,9252,"Waves, surges, rough seas",4,1605
Source,9253,Water pressure--high or low,4,1606
Source,9254,Pressurized water--blast,4,1607
Source,9259,"Flooding and other water sources, n.e.c.",4,1608
Source,926,Temperature extremes--environmental,3,1609
Source,9260,"Temperature extremes--environmental, unspecified",4,1610
Source,9261,Cold--environmental,4,1611
Source,9262,Heat--environmental,4,1612
Source,927,Weather and atmospheric conditions,3,1613
Source,9270,"Weather and atmospheric conditions, unspecified",4,1614
Source,9271,Fog,4,1615
Source,9272,"High winds, gusts, turbulence",4,1616
Source,9273,"Ice, sleet, snow",4,1617
Source,9274,Lightning,4,1618
Source,9275,Rain,4,1619
Source,9276,"Smog, poor outdoor air quality",4,1620
Source,9277,"Tornado, hurricane, typhoon",4,1621
Source,9278,Multiple weather and atmospheric conditions,4,1622
Source,9279,"Weather and atmospheric conditions, n.e.c.",4,1623
Source,929,Other environmental and elemental conditions,3,1624
Source,9291,Noise,4,1625
Source,9292,Sun,4,1626
Source,9293,Welders? flash,4,1627
Source,9294,Other ultraviolet (UV) light,4,1628
Source,9295,Microwaves,4,1629
Source,9296,Poor indoor air quality,4,1630
Source,9297,Oxygen-deficient environment,4,1631
Source,9299,"Environmental and elemental conditions, n.e.c.",4,1632
Source,93,"Paper, books, magazines",2,1633
Source,930,"Paper, books, magazines, unspecified",3,1634
Source,931,"Books, notebooks, magazines, catalogues",3,1635
Source,932,"Paper, sheets",3,1636
Source,933,"Binders, files, charts",3,1637
Source,939,"Paper, books, magazines, n.e.c.",3,1638
Source,94,"Scrap, waste, debris",2,1639
Source,940,"Scrap, waste, debris, unspecified",3,1640
Source,941,"Chips, particles, splinters",3,1641
Source,9410,"Chips, particles, splinters, unspecified",4,1642
Source,9411,"Dirt particles and dust from dirt, debris",4,1643
Source,9412,"Broken glass, glass chips, or fibers",4,1644
Source,9413,"Metal chips, particles",4,1645
Source,9414,"Wood chips, sawdust",4,1646
Source,9415,Wood splinters,4,1647
Source,9416,"Plastic chips, particles",4,1648
Source,9419,"Chips, particles, splinters, n.e.c.",4,1649
Source,942,Sewage,3,1650
Source,943,Construction debris,3,1651
Source,944,"Trash, garbage",3,1652
Source,945,Scrap metal,3,1653
Source,949,"Scrap, waste, debris, n.e.c.",3,1654
Source,95,"Other steam, vapors, liquids, ice",2,1655
Source,950,"Steam, vapors, liquids, ice, unspecified",3,1656
Source,951,"Steam, vapors--nonchemical",3,1657
Source,952,Liquids--nonchemical,3,1658
Source,9520,"Liquids, unspecified",4,1659
Source,9521,Water,4,1660
Source,9529,"Liquids, n.e.c.",4,1661
Source,953,"Ice--blocks, cubes, crushed",3,1662
Source,959,"Steam, vapors, liquids, ice, n.e.c.",3,1663
Source,99,"Source, n.e.c.",2,1664
Source,9999,Nonclassifiable,4,1665
